shortcode,post_url,username,text,created_at,text_clean,text_norm,tokens,tokens_clean,tokens_stem,final_text,label_emosi,text_length
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,bangunprsty_,@rohi_un aku wongmu mas ✌🏻,,aku wongmu mas,saya wongmu mas,"['saya', 'wongmu', 'mas']","['wongmu', 'mas']","['wong', 'mas']",wong mas,netral,2
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,anizazulfa10,@andyshena samaaa,,samaaa,samaaa,['samaaa'],['samaaa'],['samaaa'],samaaa,netral,1
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,chelsea_nawa,"Ya jauh klo 17% dengan 58 %. Klo beda tipis mah boleh bilang kecurangan dll. Lah kita2 yg milih 02 aja ikhlas sukarela tana paksaan tanpa godAan makan siang dll wong sayabdi luar negeri, anggota pamwaslu juga, jd sy tau proses survey, pemungutan suara, penghitungan suara nya. Mana ada kecurangan. .",,ya jauh klo dengan klo beda tipis mah boleh bilang kecurangan dll lah kita yg milih aja ikhlas sukarela tana paksaan tanpa godaan makan siang dll wong sayabdi luar negeri anggota pamwaslu juga jd sy tau proses survey pemungutan suara penghitungan suara nya mana ada kecurangan,ya jauh kalau dengan kalau beda tipis mah boleh bilang kecurangan dll lah kita yang milih saja ikhlas sukarela tana paksaan tanpa godaan makan siang dll wong sayabdi luar negeri anggota pamwaslu juga jadi saya tahu proses survey pemungutan suara penghitungan suara nya mana ada kecurangan,"['ya', 'jauh', 'kalau', 'dengan', 'kalau', 'beda', 'tipis', 'mah', 'boleh', 'bilang', 'kecurangan', 'dll', 'lah', 'kita', 'yang', 'milih', 'saja', 'ikhlas', 'sukarela', 'tana', 'paksaan', 'tanpa', 'godaan', 'makan', 'siang', 'dll', 'wong', 'sayabdi', 'luar', 'negeri', 'anggota', 'pamwaslu', 'juga', 'jadi', 'saya', 'tahu', 'proses', 'survey', 'pemungutan', 'suara', 'penghitungan', 'suara', 'nya', 'mana', 'ada', 'kecurangan']","['ya', 'beda', 'tipis', 'mah', 'bilang', 'kecurangan', 'dll', 'milih', 'ikhlas', 'sukarela', 'tana', 'paksaan', 'godaan', 'makan', 'siang', 'dll', 'sayabdi', 'negeri', 'anggota', 'pamwaslu', 'proses', 'survey', 'pemungutan', 'suara', 'penghitungan', 'suara', 'nya', 'kecurangan']","['ya', 'beda', 'tipis', 'mah', 'bilang', 'curang', 'dll', 'milih', 'ikhlas', 'sukarela', 'tana', 'paksa', 'goda', 'makan', 'siang', 'dll', 'sayabdi', 'negeri', 'anggota', 'pamwaslu', 'proses', 'survey', 'mungut', 'suara', 'hitung', 'suara', 'nya', 'curang']",ya beda tipis mah bilang curang dll milih ikhlas sukarela tana paksa goda makan siang dll sayabdi negeri anggota pamwaslu proses survey mungut suara hitung suara nya curang,netral,28
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,alvianwahyu8,Ngomong taekkk njarrr ganjar😂,,ngomong taekkk njarrr ganjar,ngomong taekkk njarrr ganjar,"['ngomong', 'taekkk', 'njarrr', 'ganjar']","['ngomong', 'taekkk', 'njarrr', 'ganjar']","['ngomong', 'taekkk', 'njarrr', 'ganjar']",ngomong taekkk njarrr ganjar,anger,4
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,alvianwahyu8,Leg lanang iku kalah yo ngaku kalah ngnu loh,,leg lanang iku kalah yo ngaku kalah ngnu loh,leg lanang iku kalah yo ngaku kalah ngnu loh,"['leg', 'lanang', 'iku', 'kalah', 'yo', 'ngaku', 'kalah', 'ngnu', 'loh']","['leg', 'lanang', 'iku', 'kalah', 'yo', 'ngaku', 'kalah', 'ngnu', 'loh']","['leg', 'lanang', 'iku', 'kalah', 'yo', 'ngaku', 'kalah', 'ngnu', 'loh']",leg lanang iku kalah yo ngaku kalah ngnu loh,anger,9
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,naila.fatika,PEMILU SUDAH SELESAI KANG ..DAN HASILNYA 02 MENANG MUTLAK. 😂,,pemilu sudah selesai kang dan hasilnya menang mutlak,pemilu sudah selesai kang dan hasilnya menang mutlak,"['pemilu', 'sudah', 'selesai', 'kang', 'dan', 'hasilnya', 'menang', 'mutlak']","['pemilu', 'selesai', 'kang', 'hasilnya', 'menang', 'mutlak']","['milu', 'selesai', 'kang', 'hasil', 'menang', 'mutlak']",milu selesai kang hasil menang mutlak,netral,6
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,deddy_demavie_vapestore,@rezaadi_pw lek kon ngetung dewe mesti curang😂😂😂,,lek kon ngetung dewe mesti curang,lek kon ngetung dewe mesti curang,"['lek', 'kon', 'ngetung', 'dewe', 'mesti', 'curang']","['lek', 'kon', 'ngetung', 'dewe', 'mesti', 'curang']","['lek', 'kon', 'ngetung', 'dewe', 'mesti', 'curang']",lek kon ngetung dewe mesti curang,anger,6
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,_tiikacomell,"Haus kekuasaan gasih, kalah ga terima",,haus kekuasaan gasih kalah ga terima,haus kekuasaan gasih kalah tidak terima,"['haus', 'kekuasaan', 'gasih', 'kalah', 'tidak', 'terima']","['haus', 'kekuasaan', 'gasih', 'kalah', 'terima']","['haus', 'kuasa', 'gasih', 'kalah', 'terima']",haus kuasa gasih kalah terima,anger,5
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,lukaswie76,"Tong kosong nyaring bunyi'nya... Yow modelan'mu nggaarrrr Janggaarrrr,,, ngomong TAAEEEKKKKK COCOTMU =====>>>",,tong kosong nyaring bunyinya yow modelanmu nggaarrrr janggaarrrr ngomong taaeeekkkkk cocotmu,tong kosong nyaring bunyinya yow modelanmu nggaarrrr janggaarrrr ngomong taaeeekkkkk cocotmu,"['tong', 'kosong', 'nyaring', 'bunyinya', 'yow', 'modelanmu', 'nggaarrrr', 'janggaarrrr', 'ngomong', 'taaeeekkkkk', 'cocotmu']","['tong', 'kosong', 'nyaring', 'bunyinya', 'yow', 'modelanmu', 'nggaarrrr', 'janggaarrrr', 'ngomong', 'taaeeekkkkk', 'cocotmu']","['tong', 'kosong', 'nyaring', 'bunyi', 'yow', 'model', 'nggaarrrr', 'janggaarrrr', 'ngomong', 'taaeeekkkkk', 'cocotmu']",tong kosong nyaring bunyi yow model nggaarrrr janggaarrrr ngomong taaeeekkkkk cocotmu,anger,11
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,sutrisno.susilo.14,WONG URIP GK NDUWI ISIN CUMA LAKU 16 % PKAI NGAJUKAN GUGATAN KE MK,,wong urip gk nduwi isin cuma laku pkai ngajukan gugatan ke mk,wong urip tidak nduwi isin cuma laku pkai ngajukan gugatan ke mk,"['wong', 'urip', 'tidak', 'nduwi', 'isin', 'cuma', 'laku', 'pkai', 'ngajukan', 'gugatan', 'ke', 'mk']","['urip', 'nduwi', 'isin', 'laku', 'pkai', 'ngajukan', 'gugatan', 'mk']","['urip', 'nduwi', 'isin', 'laku', 'pkai', 'ngajukan', 'gugat', 'mk']",urip nduwi isin laku pkai ngajukan gugat mk,anger,8
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,langgah_satrio18,Pak purnomo tolong iki ucul pasienmu,,pak purnomo tolong iki ucul pasienmu,pak purnomo tolong ini ucul pasienmu,"['pak', 'purnomo', 'tolong', 'ini', 'ucul', 'pasienmu']","['purnomo', 'tolong', 'ucul', 'pasienmu']","['purnomo', 'tolong', 'ucul', 'pasien']",purnomo tolong ucul pasien,anger,4
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,gittasavitri2,ndak terima kekalahan pak pak njenengan niku 🤐🤐,,ndak terima kekalahan pak pak njenengan niku,tidak terima kekalahan pak pak njenengan niku,"['tidak', 'terima', 'kekalahan', 'pak', 'pak', 'njenengan', 'niku']","['terima', 'kekalahan', 'njenengan', 'niku']","['terima', 'kalah', 'njenengan', 'niku']",terima kalah njenengan niku,netral,4
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,haikal.fikri107,"Batraiku entek cah, nyilih ces e garek 16% iki 😭",,batraiku entek cah nyilih ces e garek iki,batraiku entek cah nyilih ces e garek ini,"['batraiku', 'entek', 'cah', 'nyilih', 'ces', 'e', 'garek', 'ini']","['batraiku', 'entek', 'cah', 'nyilih', 'ces', 'e', 'garek']","['batraiku', 'entek', 'cah', 'nyilih', 'ces', 'e', 'garek']",batraiku entek cah nyilih ces e garek,netral,7
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,abimanyuiskandarz,Kalau ganjar kalah nntk di marah2in nenek teman2😂,,kalau ganjar kalah nntk di marahin nenek teman,kalau ganjar kalah nntk di marahin nenek teman,"['kalau', 'ganjar', 'kalah', 'nntk', 'di', 'marahin', 'nenek', 'teman']","['ganjar', 'kalah', 'nntk', 'marahin', 'nenek', 'teman']","['ganjar', 'kalah', 'nntk', 'marahin', 'nenek', 'teman']",ganjar kalah nntk marahin nenek teman,anger,6
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,yo_kui98,Gugat og wes bar pemilu..ketok e bar dadi gubernur tapi kok g0 block😂,,gugat og wes bar pemiluketok e bar dadi gubernur tapi kok g block,gugat og sudah bar pemiluketok e bar dadi gubernur tetapi kok tidak block,"['gugat', 'og', 'sudah', 'bar', 'pemiluketok', 'e', 'bar', 'dadi', 'gubernur', 'tetapi', 'kok', 'tidak', 'block']","['gugat', 'og', 'bar', 'pemiluketok', 'e', 'bar', 'dadi', 'gubernur', 'block']","['gugat', 'og', 'bar', 'pemiluketok', 'e', 'bar', 'dadi', 'gubernur', 'block']",gugat og bar pemiluketok e bar dadi gubernur block,anger,9
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,nobelesss,@fy.kurniawan ngesakne RT ngasi buthak,,kurniawan ngesakne rt ngasi buthak,kurniawan ngesakne rt ngasi buthak,"['kurniawan', 'ngesakne', 'rt', 'ngasi', 'buthak']","['kurniawan', 'ngesakne', 'rt', 'ngasi', 'buthak']","['kurniawan', 'ngesakne', 'rt', 'ngasi', 'buthak']",kurniawan ngesakne rt ngasi buthak,sadness,5
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,gombro_s420,Orang ini lagi.... Hadeeehhh,,orang ini lagi hadeeehhh,orang ini lagi hadeeehhh,"['orang', 'ini', 'lagi', 'hadeeehhh']","['orang', 'hadeeehhh']","['orang', 'hadeeehhh']",orang hadeeehhh,anger,2
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,el_kaffa_zaidan,kalau belum siap kalah jangan nyapres,,kalau belum siap kalah jangan nyapres,kalau belum siap kalah jangan nyapres,"['kalau', 'belum', 'siap', 'kalah', 'jangan', 'nyapres']","['kalah', 'nyapres']","['kalah', 'nyapres']",kalah nyapres,netral,2
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,dwipermana_sc,@jeny_jrot kok kasarrrrrr,,kok kasarrrrrr,kok kasarrrrrr,"['kok', 'kasarrrrrr']",['kasarrrrrr'],['kasarrrrrr'],kasarrrrrr,sadness,1
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,barik_kid,16% sok iye luu njar,,sok iye luu njar,sok iye luu njar,"['sok', 'iye', 'luu', 'njar']","['sok', 'iye', 'luu', 'njar']","['sok', 'iye', 'luu', 'njar']",sok iye luu njar,netral,4
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,rizki_datox,Ngomong opo to njar ganjar,,ngomong opo to njar ganjar,ngomong apa to njar ganjar,"['ngomong', 'apa', 'to', 'njar', 'ganjar']","['ngomong', 'njar', 'ganjar']","['ngomong', 'njar', 'ganjar']",ngomong njar ganjar,netral,3
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,cimolcilok784,Ketok kan nek Ambisine Gede wong Iki !!! Wedi GK due Jabatan. Seng Due Isin po'o Njaaarrr,,ketok kan nek ambisine gede wong iki wedi gk due jabatan seng due isin poo njaaarrr,kelihatan kan nek ambisine gede wong ini wedi tidak due jabatan yang due isin poo njaaarrr,"['kelihatan', 'kan', 'nek', 'ambisine', 'gede', 'wong', 'ini', 'wedi', 'tidak', 'due', 'jabatan', 'yang', 'due', 'isin', 'poo', 'njaaarrr']","['nek', 'ambisine', 'gede', 'wedi', 'due', 'jabatan', 'due', 'isin', 'poo', 'njaaarrr']","['nek', 'ambisine', 'gede', 'wedi', 'due', 'jabat', 'due', 'isin', 'poo', 'njaaarrr']",nek ambisine gede wedi due jabat due isin poo njaaarrr,anger,10
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,jeny_jrot,@dwipermana_sc pecel lele gus. Aku kok sui ga ktm yo. Peeeh,,pecel lele gus aku kok sui ga ktm yo peeeh,pecel lele gus saya kok sui tidak ktm yo peeeh,"['pecel', 'lele', 'gus', 'saya', 'kok', 'sui', 'tidak', 'ktm', 'yo', 'peeeh']","['pecel', 'lele', 'gus', 'sui', 'ktm', 'yo', 'peeeh']","['pecel', 'lele', 'gus', 'sui', 'ktm', 'yo', 'peeeh']",pecel lele gus sui ktm yo peeeh,netral,7
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,firman.audy,@ronisetiawann8 orang gila emang bang,,orang gila emang bang,orang gila emang bang,"['orang', 'gila', 'emang', 'bang']","['orang', 'gila', 'emang', 'bang']","['orang', 'gila', 'emang', 'bang']",orang gila emang bang,anger,4
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,dhika_ops,Lakon wayang e Ganjar Nggugat iki lurr,,lakon wayang e ganjar nggugat iki lurr,lakon wayang e ganjar nggugat ini lurr,"['lakon', 'wayang', 'e', 'ganjar', 'nggugat', 'ini', 'lurr']","['lakon', 'wayang', 'e', 'ganjar', 'nggugat', 'lurr']","['lakon', 'wayang', 'e', 'ganjar', 'nggugat', 'lurr']",lakon wayang e ganjar nggugat lurr,netral,6
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,capricornykydjdsjurfhk,"udah buang duit bnyak eeh kalah, bayangin aja dulu yee kan😂",,udah buang duit bnyak eeh kalah bayangin aja dulu yee kan,sudah buang duit banyak eeh kalah bayangin saja dulu yee kan,"['sudah', 'buang', 'duit', 'banyak', 'eeh', 'kalah', 'bayangin', 'saja', 'dulu', 'yee', 'kan']","['buang', 'duit', 'eeh', 'kalah', 'bayangin', 'yee']","['buang', 'duit', 'eeh', 'kalah', 'bayangin', 'yee']",buang duit eeh kalah bayangin yee,netral,6
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,tianziyu07060919,legowo to pak .. masih ada kesempatan lagi .. setlh ini .. jangn mlh bikin keruh negara ..,,legowo to pak masih ada kesempatan lagi setlh ini jangn mlh bikin keruh negara,legowo to pak masih ada kesempatan lagi setlh ini jangan malah bikin keruh negara,"['legowo', 'to', 'pak', 'masih', 'ada', 'kesempatan', 'lagi', 'setlh', 'ini', 'jangan', 'malah', 'bikin', 'keruh', 'negara']","['legowo', 'kesempatan', 'setlh', 'bikin', 'keruh', 'negara']","['legowo', 'sempat', 'setlh', 'bikin', 'keruh', 'negara']",legowo sempat setlh bikin keruh negara,netral,6
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,arlaztputra,"Waktu lihat sidang mk, serasa melihat orang"" ambisius dan merasa paling hebat dan paling benar sendiri, dan tidak mau menerima kekalahan 😂, ingat apa yg dulu perkataan cawapres 03 tentang kekalahan pemilu, kok berasa menjilat air liur sendiri ya 😂",,waktu lihat sidang mk serasa melihat orang ambisius dan merasa paling hebat dan paling benar sendiri dan tidak mau menerima kekalahan ingat apa yg dulu perkataan cawapres tentang kekalahan pemilu kok berasa menjilat air liur sendiri ya,waktu lihat sidang mk serasa melihat orang ambisius dan merasa sangat hebat dan sangat benar sendiri dan tidak mau menerima kekalahan ingat apa yang dulu perkataan cawapres tentang kekalahan pemilu kok berasa menjilat air liur sendiri ya,"['waktu', 'lihat', 'sidang', 'mk', 'serasa', 'melihat', 'orang', 'ambisius', 'dan', 'merasa', 'sangat', 'hebat', 'dan', 'sangat', 'benar', 'sendiri', 'dan', 'tidak', 'mau', 'menerima', 'kekalahan', 'ingat', 'apa', 'yang', 'dulu', 'perkataan', 'cawapres', 'tentang', 'kekalahan', 'pemilu', 'kok', 'berasa', 'menjilat', 'air', 'liur', 'sendiri', 'ya']","['lihat', 'sidang', 'mk', 'serasa', 'orang', 'ambisius', 'hebat', 'menerima', 'kekalahan', 'perkataan', 'cawapres', 'kekalahan', 'pemilu', 'berasa', 'menjilat', 'air', 'liur', 'ya']","['lihat', 'sidang', 'mk', 'serasa', 'orang', 'ambisius', 'hebat', 'terima', 'kalah', 'kata', 'cawapres', 'kalah', 'milu', 'asa', 'jilat', 'air', 'liur', 'ya']",lihat sidang mk serasa orang ambisius hebat terima kalah kata cawapres kalah milu asa jilat air liur ya,sadness,18
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,aps.shmily,"Kewarasan , sampean ae wes ketok lek gak waras pak , konyol sumpah 😂",,kewarasan sampean ae wes ketok lek gak waras pak konyol sumpah,kewarasan sampean saja sudah kelihatan lek tidak waras pak konyol sumpah,"['kewarasan', 'sampean', 'saja', 'sudah', 'kelihatan', 'lek', 'tidak', 'waras', 'pak', 'konyol', 'sumpah']","['kewarasan', 'sampean', 'lek', 'waras', 'konyol', 'sumpah']","['waras', 'sampean', 'lek', 'waras', 'konyol', 'sumpah']",waras sampean lek waras konyol sumpah,netral,6
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,_yeong.key,@dhika_ops oponeh iki atah atah atah tak sunduk ngko nangis,,oponeh iki atah atah atah tak sunduk ngko nangis,oponeh ini atah atah atah tidak sunduk ngko nangis,"['oponeh', 'ini', 'atah', 'atah', 'atah', 'tidak', 'sunduk', 'ngko', 'nangis']","['oponeh', 'atah', 'atah', 'atah', 'sunduk', 'ngko', 'nangis']","['oponeh', 'atah', 'atah', 'atah', 'sunduk', 'ngko', 'nang']",oponeh atah atah atah sunduk ngko nang,netral,7
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,felixandri29,"Liat komen2 nya ko pada gtu sih, Kya ngerasa paling baik aja...
 Dia itu lg berusaha keras untuk mempermalukan dirinya sendiri, jd kita liatin aja.",,liat komen nya ko pada gtu sih kya ngerasa paling baik aja dia itu lg berusaha keras untuk mempermalukan dirinya sendiri jd kita liatin aja,liat komen nya ko pada gtu sih kya ngerasa sangat baik saja dia itu sedang berusaha keras untuk mempermalukan dirinya sendiri jadi kita liatin saja,"['liat', 'komen', 'nya', 'ko', 'pada', 'gtu', 'sih', 'kya', 'ngerasa', 'sangat', 'baik', 'saja', 'dia', 'itu', 'sedang', 'berusaha', 'keras', 'untuk', 'mempermalukan', 'dirinya', 'sendiri', 'jadi', 'kita', 'liatin', 'saja']","['liat', 'komen', 'nya', 'ko', 'gtu', 'sih', 'kya', 'ngerasa', 'berusaha', 'keras', 'mempermalukan', 'liatin']","['liat', 'komen', 'nya', 'ko', 'gtu', 'sih', 'kya', 'ngerasa', 'usaha', 'keras', 'malu', 'liatin']",liat komen nya ko gtu sih kya ngerasa usaha keras malu liatin,sadness,12
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,marzukihamdan_,Next jadi apa dia.. setelah gagal capre,,next jadi apa dia setelah gagal capre,next jadi apa dia setelah gagal capre,"['next', 'jadi', 'apa', 'dia', 'setelah', 'gagal', 'capre']","['next', 'gagal', 'capre']","['next', 'gagal', 'capre']",next gagal capre,netral,3
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,krsm28tkr.kaa,Kok pancet ngeyelll jare curang ae wong unik siji iki🌚🌚😏😏😏😏😏😏😂😂😂,,kok pancet ngeyelll jare curang ae wong unik siji iki,kok pancet ngeyelll jare curang saja wong unik siji ini,"['kok', 'pancet', 'ngeyelll', 'jare', 'curang', 'saja', 'wong', 'unik', 'siji', 'ini']","['pancet', 'ngeyelll', 'jare', 'curang', 'unik', 'siji']","['pancet', 'ngeyelll', 'jare', 'curang', 'unik', 'siji']",pancet ngeyelll jare curang unik siji,anger,6
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,mahduartyahoo.co.id,@ronisetiawann8 kok Ra apall lek kalah pasti rewell🤣🤣,,kok ra apall lek kalah pasti rewell,kok ra apall lek kalah pasti rewell,"['kok', 'ra', 'apall', 'lek', 'kalah', 'pasti', 'rewell']","['ra', 'apall', 'lek', 'kalah', 'rewell']","['ra', 'apall', 'lek', 'kalah', 'rewell']",ra apall lek kalah rewell,netral,5
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,farida_141296,Gblk,,gblk,gblk,['gblk'],['gblk'],['gblk'],gblk,netral,1
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,pakman_1375,Orang kalah Ndak mau legowo ya gini semakin Ndak waras..,,orang kalah ndak mau legowo ya gini semakin ndak waras,orang kalah tidak mau legowo ya gini semakin tidak waras,"['orang', 'kalah', 'tidak', 'mau', 'legowo', 'ya', 'gini', 'semakin', 'tidak', 'waras']","['orang', 'kalah', 'legowo', 'ya', 'gini', 'waras']","['orang', 'kalah', 'legowo', 'ya', 'gin', 'waras']",orang kalah legowo ya gin waras,netral,6
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,hoki_lay88,Ngomong opo mas2 kalah Yo kalah seng legowo,,ngomong opo mas kalah yo kalah seng legowo,ngomong apa mas kalah yo kalah yang legowo,"['ngomong', 'apa', 'mas', 'kalah', 'yo', 'kalah', 'yang', 'legowo']","['ngomong', 'mas', 'kalah', 'yo', 'kalah', 'legowo']","['ngomong', 'mas', 'kalah', 'yo', 'kalah', 'legowo']",ngomong mas kalah yo kalah legowo,netral,6
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,rositarahmningtiyas,"Lek ku budal nonyal"" ndek tps nyoblos 02 mbok kiro q winginane kui kuntilanak tah",,lek ku budal nonyal ndek tps nyoblos mbok kiro q winginane kui kuntilanak tah,lek ku budal nonyal ndek tps nyoblos mbok kiro aku winginane kui kuntilanak tah,"['lek', 'ku', 'budal', 'nonyal', 'ndek', 'tps', 'nyoblos', 'mbok', 'kiro', 'aku', 'winginane', 'kui', 'kuntilanak', 'tah']","['lek', 'ku', 'budal', 'nonyal', 'ndek', 'tps', 'nyoblos', 'mbok', 'kiro', 'winginane', 'kui', 'kuntilanak', 'tah']","['lek', 'ku', 'budal', 'nonyal', 'ndek', 'tps', 'nyoblos', 'mbok', 'kiro', 'winginane', 'kui', 'kuntilanak', 'tah']",lek ku budal nonyal ndek tps nyoblos mbok kiro winginane kui kuntilanak tah,anger,13
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,rahadi9543,Wkwkw sakne,,wkwkw sakne,wkwkw sakne,"['wkwkw', 'sakne']","['wkwkw', 'sakne']","['wkwkw', 'sakne']",wkwkw sakne,netral,2
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,ridhoyusuf,Opo AE jar jar Ganjar,,opo ae jar jar ganjar,apa saja jar jar ganjar,"['apa', 'saja', 'jar', 'jar', 'ganjar']","['jar', 'jar', 'ganjar']","['jar', 'jar', 'ganjar']",jar jar ganjar,netral,3
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,bellioneze,Pak Ganjar waras ?? Keliatan sekali pak klo anda haus akan kekuasaan klo kalah wok ya legowo jgn terus2n memfitnah,,pak ganjar waras keliatan sekali pak klo anda haus akan kekuasaan klo kalah wok ya legowo jgn terusn memfitnah,pak ganjar waras keliatan sekali pak kalau anda haus akan kekuasaan kalau kalah wok ya legowo jangan terusn memfitnah,"['pak', 'ganjar', 'waras', 'keliatan', 'sekali', 'pak', 'kalau', 'anda', 'haus', 'akan', 'kekuasaan', 'kalau', 'kalah', 'wok', 'ya', 'legowo', 'jangan', 'terusn', 'memfitnah']","['ganjar', 'waras', 'keliatan', 'haus', 'kekuasaan', 'kalah', 'wok', 'ya', 'legowo', 'terusn', 'memfitnah']","['ganjar', 'waras', 'liat', 'haus', 'kuasa', 'kalah', 'wok', 'ya', 'legowo', 'terusn', 'fitnah']",ganjar waras liat haus kuasa kalah wok ya legowo terusn fitnah,netral,11
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,luthfilff85,@pdiperjuangan mbok seng legowo,,mbok seng legowo,mbok yang legowo,"['mbok', 'yang', 'legowo']","['mbok', 'legowo']","['mbok', 'legowo']",mbok legowo,netral,2
